"meth_ind","exp_ind","pearson","pval","sam_size","h2_expression","h2_methylation","rg","rg_se","same_chromosome","qtls_status","dist"
"cg13789303","ILMN_2384122",0.366556525230408,3.84501443542849e-15,421,0.387,0.3,0.586265,0.180014,FALSE,NA,NA
"cg13789303","ILMN_2352097",0.361383736133575,1.01015065654962e-14,421,0.37,0.3,0.552548,0.189764,FALSE,NA,NA
"cg13790603","ILMN_1731233",0.411629617214203,3.34026579367947e-19,422,0.394,0.5745745746,0.570694,0.09523,FALSE,NA,NA
"cg13798585","ILMN_2358069",-0.465352088212967,8.48622431343869e-25,419,0.306,0.8933463796,-0.831871,0.085519,TRUE,TRUE,42544
"cg13844011","ILMN_1734707",-0.440049409866333,4.14062162339985e-22,422,0.394,0.357,-0.792674,0.08538,TRUE,TRUE,19174
"cg13847070","ILMN_1731233",0.324882656335831,5.19331298099705e-12,422,0.394,0.379,0.2653,0.186876,FALSE,NA,NA
"cg13851904","ILMN_2098126",0.338515132665634,5.4433435677932e-13,422,0.308,0.5754812563,0.335483,0.175744,FALSE,NA,NA
"cg13851904","ILMN_1773352",0.329550325870514,2.43149212492886e-12,422,0.311,0.5754812563,0.255542,0.148592,FALSE,NA,NA
"cg13868356","ILMN_1773352",-0.329803317785263,2.33258639556135e-12,422,0.311,0.4466600199,-0.375826,0.159404,FALSE,NA,NA
"cg13868356","ILMN_2098126",-0.338025987148285,5.9144805849314e-13,422,0.308,0.4466600199,-0.652878,0.199869,FALSE,NA,NA
"cg13869401","ILMN_1731233",0.350649118423462,7.06575171175934e-14,421,0.394,0.3043912176,0.554238,0.170468,FALSE,NA,NA
"cg13872950","ILMN_1810274",-0.379242569208145,1.48698615350681e-14,374,0.249,0.6141575274,-0.737366,0.133399,TRUE,TRUE,71
"cg13887261","ILMN_1731233",-0.32341605424881,6.57296268325462e-12,422,0.394,0.374251497,-0.41872,0.1342,FALSE,NA,NA
"cg13904970","ILMN_2098126",0.329149335622787,2.75613991690287e-12,421,0.308,0.5252016129,0.557028,0.214097,FALSE,NA,NA
"cg13904970","ILMN_1797988",0.343005836009979,2.69124359558206e-13,421,0.294,0.5252016129,0.658884,0.177401,FALSE,NA,NA
"cg13904970","ILMN_1731233",0.478291094303131,1.79903747807345e-26,421,0.394,0.5252016129,0.601445,0.099647,FALSE,NA,NA
"cg13904970","ILMN_2352097",0.415922045707703,1.40292119331169e-19,421,0.37,0.5252016129,0.636336,0.114615,FALSE,NA,NA
"cg13904970","ILMN_2384122",0.393413871526718,1.86804008029155e-17,421,0.387,0.5252016129,0.646217,0.116937,FALSE,NA,NA
"cg13912027","ILMN_1731233",0.350404590368271,6.8933192583264e-14,422,0.394,0.4265593561,0.448615,0.128318,FALSE,NA,NA
"cg13917151","ILMN_1731233",0.339741349220276,4.41765759551486e-13,422,0.394,0.4277108434,0.335373,0.136965,FALSE,NA,NA
"cg13917578","ILMN_2098126",-0.37152498960495,1.38247205263987e-15,422,0.308,0.3256743257,-0.199611,0.275831,FALSE,NA,NA
"cg13917578","ILMN_1773352",-0.344427168369293,1.97118519474098e-13,422,0.311,0.3256743257,-0.096705,0.232783,FALSE,NA,NA
"cg13917578","ILMN_1679826",-0.331877678632736,1.65687793676618e-12,422,0.34,0.3256743257,-0.283957,0.254192,FALSE,NA,NA
"cg13917578","ILMN_1813338",-0.354503870010376,4.38769913601693e-13,385,0.205,0.3256743257,-0.577001,0.182472,FALSE,NA,NA
"cg13924807","ILMN_1731233",-0.349895238876343,8.07608340679375e-14,421,0.394,0.373,-0.528952,0.129624,FALSE,NA,NA
"cg13924807","ILMN_2384122",-0.330348908901215,2.26445172715292e-12,421,0.387,0.373,-0.535401,0.145245,FALSE,NA,NA
"cg13924807","ILMN_1784287",-0.32157376408577,9.33451742109086e-12,421,0.352,0.373,-0.571654,0.174773,FALSE,NA,NA
"cg13924807","ILMN_2352097",-0.336339771747589,8.37081654288099e-13,421,0.37,0.373,-0.565775,0.14621,FALSE,NA,NA
"cg13928417","ILMN_1731233",0.327859193086624,3.20607491933597e-12,422,0.394,0.4239350913,0.478833,0.130315,FALSE,NA,NA
"cg13929328","ILMN_1731233",0.35317450761795,4.50303913930426e-14,421,0.394,0.5114200596,0.493809,0.107475,FALSE,NA,NA
"cg13939204","ILMN_1691736",-0.350319802761078,6.99799993444879e-14,422,0.203,0.6955645161,-1,0.445068,TRUE,TRUE,19185
"cg13940444","ILMN_1731233",0.331560581922531,1.74612688637615e-12,422,0.394,0.4923391216,0.374634,0.128849,FALSE,NA,NA
"cg13962846","ILMN_1671818",-0.593781709671021,1.462749704748e-24,227,0.224,0.594217348,-1,0.211584,TRUE,TRUE,62358
"cg13962846","ILMN_2236625",-0.541764974594116,7.07463030242531e-13,143,0.383,0.594217348,-0.843512,0.459784,TRUE,TRUE,59881
"cg13962846","ILMN_1732198",-0.603438913822174,3.42234046127749e-24,214,0.305,0.594217348,NA,NA,TRUE,TRUE,59746
"cg13967414","ILMN_1658399",-0.370359987020493,1.86725879206775e-15,421,0.301,0.4603811434,-0.467644,0.136933,FALSE,NA,NA
"cg14037463","ILMN_1864900",-0.321727365255356,8.60685771595935e-12,422,0.283,0.3733733734,-0.25381,0.209038,FALSE,NA,NA
"cg14049470","ILMN_1731233",0.369006246328354,3.03801573485366e-15,418,0.394,0.4853090172,0.47383,0.115735,FALSE,NA,NA
"cg14055655","ILMN_2384122",-0.321384161710739,9.08961376913468e-12,422,0.387,0.5304259635,-0.47726,0.130254,FALSE,NA,NA
"cg14055655","ILMN_1731233",-0.370118051767349,1.81135583374314e-15,422,0.394,0.5304259635,-0.394391,0.119313,FALSE,NA,NA
"cg14055655","ILMN_2352097",-0.337022691965103,7.00887915118358e-13,422,0.37,0.5304259635,-0.441824,0.134171,FALSE,NA,NA
"cg14064024","ILMN_1697544",-0.409894585609436,2.29139887906906e-17,382,0.349,0.7594936709,-0.680736,0.10065,TRUE,TRUE,13246
"cg14075221","ILMN_1731233",0.332372903823853,1.52633355093938e-12,422,0.394,0.3848454636,0.458938,0.120787,FALSE,NA,NA
"cg14085262","ILMN_3307868",-0.340091735124588,4.72814458489903e-13,420,0.267,0.6904024768,-0.480421,0.088351,TRUE,TRUE,7548
"cg14093474","ILMN_1731233",0.334479600191116,1.14298631505356e-12,421,0.394,0.4140703518,0.420085,0.143729,FALSE,NA,NA
"cg14093474","ILMN_1773352",0.339579850435257,4.83963604255005e-13,421,0.311,0.4140703518,0.133718,0.231108,FALSE,NA,NA
"cg14093474","ILMN_2098126",0.352690368890762,4.91088593539475e-14,421,0.308,0.4140703518,0.322637,0.253886,FALSE,NA,NA
"cg14099718","ILMN_2098126",-0.348288029432297,1.00275262568605e-13,422,0.308,0.3873873874,-0.586919,0.211517,FALSE,NA,NA
"cg14099718","ILMN_1773352",-0.336743235588074,7.34742138824715e-13,422,0.311,0.3873873874,-0.402363,0.178435,FALSE,NA,NA
"cg14109388","ILMN_1773352",-0.341355592012405,3.35097072507891e-13,422,0.311,0.5343283582,-0.176513,0.185856,FALSE,NA,NA
"cg14109388","ILMN_2098126",-0.351678967475891,5.4927800771634e-14,422,0.308,0.5343283582,-0.359681,0.20633,FALSE,NA,NA
"cg14120049","ILMN_1786426",-0.498616129159927,3.79816362783934e-29,422,0.3,0.654508612,-0.803067,0.066597,TRUE,TRUE,16016
"cg14127396","ILMN_2384122",0.334074318408966,1.1499432791203e-12,422,0.387,0.4848790323,0.466348,0.136569,FALSE,NA,NA
"cg14127396","ILMN_2352097",0.352751761674881,4.5330088932147e-14,422,0.37,0.4848790323,0.446906,0.139836,FALSE,NA,NA
"cg14127396","ILMN_1773352",0.323928326368332,6.05465809258688e-12,422,0.311,0.4848790323,0.211505,0.193251,FALSE,NA,NA
"cg14127396","ILMN_1731233",0.418804049491882,6.58181967020899e-20,422,0.394,0.4848790323,0.446206,0.120041,FALSE,NA,NA
"cg14127396","ILMN_2098126",0.324364453554153,5.64499856146153e-12,422,0.308,0.4848790323,0.375801,0.224696,FALSE,NA,NA
"cg14136260","ILMN_1731233",-0.32418218255043,6.91144411681993e-12,419,0.394,0.3543543544,-0.35279,0.143386,FALSE,NA,NA
"cg14167629","ILMN_1731233",0.350985676050186,6.21601470000246e-14,422,0.394,0.2957746479,0.587869,0.135729,FALSE,NA,NA
"cg14187724","ILMN_1731233",0.325443834066391,4.74393215243985e-12,422,0.394,0.4148296593,0.385639,0.126434,FALSE,NA,NA
"cg14187724","ILMN_2098126",0.33733344078064,6.65031517736304e-13,422,0.308,0.4148296593,0.272413,0.227247,FALSE,NA,NA
"cg14218629","ILMN_1731233",-0.334811806678772,1.01653078194168e-12,422,0.394,0.3499005964,-0.442427,0.146071,FALSE,NA,NA
"cg14254080","ILMN_1658399",0.349722266197205,7.78114235112367e-14,422,0.301,0.3947895792,0.303679,0.178376,FALSE,NA,NA
"cg14255617","ILMN_1715169",0.331148535013199,4.91137158637366e-12,406,0.362,0.7624633431,0.392507,0.072328,TRUE,TRUE,181078
"cg14265823","ILMN_1731233",0.32661709189415,3.92357293402622e-12,422,0.394,0.4050251256,0.484162,0.1409,FALSE,NA,NA
"cg14267151","ILMN_1773352",-0.325948387384415,4.91387897741186e-12,420,0.311,0.4268537074,-0.22218,0.191733,FALSE,NA,NA
"cg14276584","ILMN_1731233",0.324181258678436,5.81367164628329e-12,422,0.394,0.4058116232,0.319957,0.154393,FALSE,NA,NA
"cg14301348","ILMN_1658399",-0.340312331914902,4.00704134838569e-13,422,0.301,0.3650952859,-0.301236,0.155432,FALSE,NA,NA
"cg14301348","ILMN_2073184",-0.335645020008087,8.83952416019448e-13,422,0.325,0.3650952859,-0.440516,0.162376,FALSE,NA,NA
"cg14301562","ILMN_1658399",-0.370895892381668,1.56028359935594e-15,422,0.301,0.3924302789,-0.419034,0.157445,FALSE,NA,NA
"cg14301562","ILMN_2073184",-0.326712399721146,3.86337490767222e-12,422,0.325,0.3924302789,-0.482678,0.175079,FALSE,NA,NA
"cg14301562","ILMN_1784287",-0.326083719730377,4.27773734343123e-12,422,0.352,0.3924302789,-0.428366,0.185797,FALSE,NA,NA
"cg14306451","ILMN_1731233",0.339364498853683,5.02019733919407e-13,421,0.394,0.3872889772,0.530646,0.131739,FALSE,NA,NA
"cg14317285","ILMN_2098126",0.323931306600571,6.410629838383e-12,421,0.308,0.314889336,0.51305,0.250798,FALSE,NA,NA
"cg14317285","ILMN_1731233",0.376987725496292,5.17336619591219e-16,421,0.394,0.314889336,0.488537,0.138301,FALSE,NA,NA
"cg14317285","ILMN_1660732",0.324902981519699,7.76766427793341e-12,415,0.308,0.314889336,0.415713,0.199095,FALSE,NA,NA
"cg14326196","ILMN_1731233",0.375047385692596,6.9845598693962e-16,422,0.394,0.5344129555,0.372418,0.111651,FALSE,NA,NA
"cg14326354","ILMN_1731233",-0.338322937488556,5.62391793368043e-13,422,0.394,0.4585020243,-0.402368,0.135189,FALSE,NA,NA
"cg14345882","ILMN_1700067",-0.445718348026276,1.00033059830769e-22,422,0.41,0.8558282209,-0.570465,0.076534,TRUE,TRUE,3483
"cg14345882","ILMN_1676528",-0.58270525932312,2.19445119624115e-42,422,0.384,0.8558282209,-0.710941,0.047011,TRUE,TRUE,13318
"cg14346202","ILMN_1731233",-0.338465929031372,5.84731000438128e-13,421,0.394,0.352,-0.488554,0.133759,FALSE,NA,NA
"cg14372705","ILMN_1753782",-0.351668298244476,5.89419480182664e-14,421,0.284,0.8668639053,-0.513532,0.074018,FALSE,NA,NA
"cg14384158","ILMN_1731233",0.38405042886734,1.17027151844195e-16,422,0.394,0.497,0.52394,0.103693,FALSE,NA,NA
"cg14400768","ILMN_2098126",-0.328846395015717,2.72873158075233e-12,422,0.308,0.4124748491,-0.527175,0.243603,FALSE,NA,NA
"cg14400768","ILMN_1658399",-0.328576683998108,2.85177741914841e-12,422,0.301,0.4124748491,-0.444465,0.158155,FALSE,NA,NA
"cg14400768","ILMN_1773352",-0.338926821947098,5.07540596733252e-13,422,0.311,0.4124748491,-0.38964,0.198341,FALSE,NA,NA
"cg14407437","ILMN_1731233",0.324594855308533,5.43962775271666e-12,422,0.394,0.4556451613,0.399079,0.117773,FALSE,NA,NA
"cg14419424","ILMN_1731233",0.340086758136749,4.16459763640645e-13,422,0.394,0.4895104895,0.423136,0.125972,FALSE,NA,NA
"cg14419424","ILMN_2098126",0.370072722434998,1.82715014026056e-15,422,0.308,0.4895104895,0.393051,0.215108,FALSE,NA,NA
"cg14419424","ILMN_1773352",0.408462733030319,6.74990444891588e-19,422,0.311,0.4895104895,0.198659,0.189444,FALSE,NA,NA
"cg14419424","ILMN_1658399",0.339316457509995,4.74962784034208e-13,422,0.301,0.4895104895,0.394118,0.14034,FALSE,NA,NA
"cg14435098","ILMN_1731233",-0.326673567295074,3.88779252036019e-12,422,0.394,0.433,-0.456719,0.118871,FALSE,NA,NA
"cg14435098","ILMN_2352097",-0.338521957397461,5.43703677913006e-13,422,0.37,0.433,-0.545828,0.129602,FALSE,NA,NA
"cg14453187","ILMN_1731233",0.346715897321701,1.32203658796471e-13,422,0.394,0.4024266936,0.370256,0.150225,FALSE,NA,NA
"cg14473145","ILMN_1731233",0.354274064302444,3.44705121636545e-14,422,0.394,0.3891675025,0.516312,0.161011,TRUE,FALSE,13649834
"cg14486632","ILMN_1731233",-0.334450781345367,1.07983415163229e-12,422,0.394,0.3116883117,-0.643851,0.162419,FALSE,NA,NA
"cg14527456","ILMN_1731233",0.343776524066925,2.3559045282005e-13,421,0.394,0.3059177533,0.442382,0.151798,TRUE,FALSE,49025165
"cg14556677","ILMN_1658399",0.332599550485611,1.46999192987861e-12,422,0.301,0.3781344032,0.331326,0.158899,FALSE,NA,NA
"cg14568259","ILMN_1731233",0.363110810518265,6.81242358452517e-15,422,0.394,0.2705410822,0.626116,0.168519,FALSE,NA,NA
"cg14568259","ILMN_2098126",0.336829602718353,7.2411227833485e-13,422,0.308,0.2705410822,0.456882,0.300508,FALSE,NA,NA
"cg14570291","ILMN_1731233",0.353890597820282,3.95990004591287e-14,421,0.394,0.4429868819,0.490598,0.131311,FALSE,NA,NA
"cg14580853","ILMN_2098126",-0.332913726568222,1.39523832736538e-12,422,0.308,0.4351297405,-0.383213,0.205983,FALSE,NA,NA
"cg14594187","ILMN_1660732",0.330488622188568,2.98903019008271e-12,416,0.308,0.3882709808,0.374698,0.196357,FALSE,NA,NA
"cg14594187","ILMN_2098126",0.338279664516449,5.66537477923818e-13,422,0.308,0.3882709808,0.319192,0.239436,FALSE,NA,NA
"cg14594187","ILMN_1773352",0.355746299028397,2.64097688366126e-14,422,0.311,0.3882709808,0.36912,0.187588,FALSE,NA,NA
"cg14594187","ILMN_1731233",0.390286147594452,3.27694414495518e-17,422,0.394,0.3882709808,0.508257,0.121547,FALSE,NA,NA
"cg14598846","ILMN_2370872",0.355526715517044,2.74827233038371e-14,422,0.363,0.8725099602,0.528714,0.084426,TRUE,TRUE,58524
"cg14603345","ILMN_2352097",0.339393615722656,4.99540482267987e-13,421,0.37,0.543699187,0.553512,0.125511,FALSE,NA,NA
"cg14603345","ILMN_2098126",0.344191402196884,2.19267559531574e-13,421,0.308,0.543699187,0.455929,0.201502,FALSE,NA,NA
"cg14603345","ILMN_1731233",0.440385311841965,4.26479061291785e-22,421,0.394,0.543699187,0.586802,0.102088,FALSE,NA,NA
"cg14603345","ILMN_2384122",0.328041851520538,3.30167913238219e-12,421,0.387,0.543699187,0.556754,0.126086,FALSE,NA,NA
"cg14621053","ILMN_1731233",0.347729593515396,1.10641790680388e-13,422,0.394,0.4058116232,0.332134,0.188974,FALSE,NA,NA
"cg14627404","ILMN_1773352",-0.33172944188118,1.69803133881097e-12,422,0.311,0.3076152305,-0.446611,0.191257,FALSE,NA,NA
"cg14631834","ILMN_1731233",0.372100204229355,1.23737490403134e-15,422,0.394,0.503030303,0.439845,0.112115,FALSE,NA,NA
"cg14632729","ILMN_2098126",0.322920024394989,7.11595909429381e-12,422,0.308,0.4252525253,0.198654,0.223262,FALSE,NA,NA
"cg14632729","ILMN_1658399",0.326355159282684,4.09376783823001e-12,422,0.301,0.4252525253,0.276271,0.143607,FALSE,NA,NA
"cg14636922","ILMN_1731233",0.331761807203293,1.68896177687954e-12,422,0.394,0.2697302697,0.33687,0.207014,FALSE,NA,NA
"cg14655855","ILMN_1731233",0.335381925106049,1.11278159375412e-12,419,0.394,0.4576962283,0.493649,0.121363,FALSE,NA,NA
"cg14657725","ILMN_1731233",0.350208580493927,7.13767885815915e-14,422,0.394,0.4195171026,0.484515,0.131906,FALSE,NA,NA
"cg14658964","ILMN_2352097",0.326297909021378,4.13191544232172e-12,422,0.37,0.4905094905,0.489962,0.124186,FALSE,NA,NA
"cg14658964","ILMN_2098126",0.361126065254211,9.85166183900194e-15,422,0.308,0.4905094905,0.62789,0.187424,FALSE,NA,NA
"cg14658964","ILMN_1731233",0.361749619245529,8.77618395584743e-15,422,0.394,0.4905094905,0.419435,0.112855,FALSE,NA,NA
"cg14667871","ILMN_1731233",0.335221081972122,1.00980273490588e-12,421,0.394,0.2774974773,1,0.8829,FALSE,NA,NA
"cg14669379","ILMN_1731233",0.391060203313828,3.94610432727162e-17,418,0.394,0.5492957746,0.469921,0.099125,FALSE,NA,NA
"cg14669379","ILMN_1773352",0.338439285755157,7.10055680094496e-13,418,0.311,0.5492957746,0.310831,0.150101,FALSE,NA,NA
"cg14669379","ILMN_2098126",0.348751038312912,1.21007370120771e-13,418,0.308,0.5492957746,0.478044,0.174436,FALSE,NA,NA
"cg14688905","ILMN_2098126",0.391861081123352,2.81356977227626e-17,420,0.308,0.485801217,0.234229,0.218822,FALSE,NA,NA
"cg14688905","ILMN_1658399",0.331181079149246,2.09772201385286e-12,420,0.301,0.485801217,0.161481,0.156367,TRUE,FALSE,42240609
"cg14688905","ILMN_1813338",0.353856891393661,5.23314421737964e-13,384,0.205,0.485801217,0.309218,0.165407,TRUE,FALSE,44515597
"cg14688905","ILMN_1773352",0.369871914386749,2.21284498667066e-15,420,0.311,0.485801217,0.245494,0.177605,FALSE,NA,NA
"cg14688905","ILMN_1731233",0.344235241413116,2.32352663191954e-13,420,0.394,0.485801217,0.349882,0.123906,FALSE,NA,NA
"cg14689537","ILMN_1731233",0.39973184466362,4.50153158361589e-18,422,0.394,0.3575025176,0.580407,0.114681,FALSE,NA,NA
"cg14719951","ILMN_1731233",0.356671661138535,2.39577562007447e-14,421,0.394,0.437,0.540892,0.140698,FALSE,NA,NA
"cg14724265","ILMN_1668605",0.328890889883041,2.70893676323126e-12,422,0.351,0.6589303734,0.556569,0.087878,TRUE,TRUE,17457
"cg14724265","ILMN_2391512",0.33785554766655,6.08782721138425e-13,422,0.302,0.6589303734,0.550996,0.088055,TRUE,TRUE,17401
"cg14740554","ILMN_2066060",-0.396771222352982,8.44936818559242e-18,422,0.414,0.7057026477,-0.510771,0.070849,TRUE,TRUE,192963
"cg14761417","ILMN_1731233",-0.43670517206192,9.44143514118832e-22,422,0.394,0.4488977956,-0.540161,0.108077,FALSE,NA,NA
"cg14761417","ILMN_2352097",-0.367852181196213,2.79057602294336e-15,422,0.37,0.4488977956,-0.513235,0.134529,FALSE,NA,NA
"cg14761417","ILMN_2384122",-0.359353929758072,1.36629393063271e-14,422,0.387,0.4488977956,-0.50697,0.131634,FALSE,NA,NA
"cg14772800","ILMN_1731233",0.352210521697998,4.99468920939495e-14,422,0.394,0.4426559356,0.365102,0.133598,FALSE,NA,NA
"cg14772800","ILMN_2384122",0.333330988883972,1.30167281848555e-12,422,0.387,0.4426559356,0.439366,0.14213,FALSE,NA,NA
"cg14772800","ILMN_2352097",0.350364774465561,6.94228462034986e-14,422,0.37,0.4426559356,0.455632,0.145379,FALSE,NA,NA
"cg14772800","ILMN_2098126",0.350675761699677,6.56870800324158e-14,422,0.308,0.4426559356,0.205648,0.246276,FALSE,NA,NA
"cg14772800","ILMN_1773352",0.33583664894104,8.55939066389887e-13,422,0.311,0.4426559356,0.276613,0.192244,FALSE,NA,NA
"cg14772800","ILMN_1658399",0.334648340940475,1.04473104978185e-12,422,0.301,0.4426559356,0.086778,0.187692,FALSE,NA,NA
"cg14776168","ILMN_2098126",-0.339981496334076,4.24017649178896e-13,422,0.308,0.371884347,-0.39758,0.260667,FALSE,NA,NA
"cg14776168","ILMN_1658399",-0.325877457857132,4.42290279776849e-12,422,0.301,0.371884347,-0.380877,0.172211,FALSE,NA,NA
"cg14780632","ILMN_1731233",0.339665174484253,4.47545661568196e-13,422,0.394,0.4724172518,0.440015,0.125208,FALSE,NA,NA
"cg14781374","ILMN_1731233",-0.350210815668106,7.6370268724104e-14,421,0.394,0.2972972973,-0.518005,0.202137,FALSE,NA,NA
"cg14789911","ILMN_1716838",0.402335792779922,2.15457853830775e-15,349,0.128,0.741774676,1,2.003905,TRUE,TRUE,555
"cg14793844","ILMN_1773352",-0.322870403528214,7.17262658900467e-12,422,0.311,0.430417495,-0.515273,0.183247,FALSE,NA,NA
"cg14793844","ILMN_1731233",-0.405318140983582,1.34635499084646e-18,422,0.394,0.430417495,-0.618829,0.116148,FALSE,NA,NA
"cg14793844","ILMN_1799134",-0.340155839920044,4.11571370811382e-13,422,0.33,0.430417495,-0.62793,0.1811,FALSE,NA,NA
"cg14793844","ILMN_2384122",-0.347896873950958,1.07431167378209e-13,422,0.387,0.430417495,-0.684342,0.137898,FALSE,NA,NA
"cg14793844","ILMN_2098126",-0.325386434793472,4.78809541559989e-12,422,0.308,0.430417495,-0.79024,0.230843,FALSE,NA,NA
"cg14793844","ILMN_2352097",-0.337344855070114,6.63749175129385e-13,422,0.37,0.430417495,-0.682496,0.144458,FALSE,NA,NA
"cg14797899","ILMN_1731233",-0.331893146038055,1.65264042446885e-12,422,0.394,0.2917082917,-0.478266,0.164939,FALSE,NA,NA
"cg14809332","ILMN_1710752",-0.442840993404388,2.06477559023434e-22,422,0.316,0.7468230694,-0.646963,0.078125,TRUE,TRUE,2078
"cg14824901","ILMN_1731233",0.370858669281006,1.83305987987358e-15,420,0.394,0.4815184815,0.571976,0.127636,FALSE,NA,NA
"cg14838970","ILMN_2098126",0.340737372636795,3.72584088521236e-13,422,0.308,0.3887775551,0.395746,0.257959,FALSE,NA,NA
"cg14838970","ILMN_1773352",0.33224156498909,1.55994220598996e-12,422,0.311,0.3887775551,0.294412,0.217836,FALSE,NA,NA
"cg14851608","ILMN_2098126",-0.326589912176132,3.94090719706073e-12,422,0.308,0.3784860558,-0.656515,0.241964,FALSE,NA,NA
"cg14851608","ILMN_1773352",-0.322388172149658,7.74677147834919e-12,422,0.311,0.3784860558,-0.341637,0.19652,FALSE,NA,NA
"cg14851608","ILMN_1731233",-0.322323620319366,7.82695035892226e-12,422,0.394,0.3784860558,-0.568945,0.135558,FALSE,NA,NA
"cg14897188","ILMN_1773352",-0.325774312019348,4.49728797182426e-12,422,0.311,0.412,-0.31112,0.180343,TRUE,FALSE,27282112
"cg14898177","ILMN_2079655",-0.368971228599548,2.25527131141466e-15,422,0.195,0.323,-0.599088,0.216204,TRUE,FALSE,7264473
"cg14898177","ILMN_1734366",-0.364713490009308,3.76016285532575e-13,364,0.16,0.323,-1,26.054825,FALSE,NA,NA
"cg14898177","ILMN_1658399",-0.379991322755814,2.63823377871677e-16,422,0.301,0.323,-0.479132,0.157424,TRUE,FALSE,6675761
"cg14898177","ILMN_1723944",-0.334574043750763,1.05779966671961e-12,422,0.328,0.323,-0.331394,0.185718,FALSE,NA,NA
"cg14989252","ILMN_1675191",-0.330368906259537,2.12546577225504e-12,422,0.257,0.5365612648,-0.646854,0.113218,TRUE,TRUE,5398
"cg15033068","ILMN_1773352",0.341811150312424,3.52575209540147e-13,420,0.311,0.4527162978,0.146747,0.20025,FALSE,NA,NA
"cg15033068","ILMN_1731233",0.371585518121719,1.59495120891633e-15,420,0.394,0.4527162978,0.435346,0.124483,FALSE,NA,NA
"cg15033068","ILMN_2098126",0.342172503471375,3.31407116110592e-13,420,0.308,0.4527162978,0.158132,0.246652,FALSE,NA,NA
"cg15035973","ILMN_3250243",0.43853884935379,5.63342472520291e-21,402,0.146,0.6181818182,0.933953,0.127133,TRUE,TRUE,11143
"cg15035973","ILMN_3251137",0.383978217840195,2.64273902920721e-14,357,0.235,0.6181818182,0.74569,0.09621,TRUE,TRUE,11081
"cg15109018","ILMN_1731233",0.353653103113174,3.8552017241028e-14,422,0.394,0.4180904523,0.467284,0.117804,FALSE,NA,NA
"cg15172529","ILMN_2066849",-0.32903003692627,3.16583764620544e-12,419,0.204,0.8175403226,-0.650943,0.1094,TRUE,TRUE,1644
"cg15203735","ILMN_2352097",0.321936398744583,8.81227853459609e-12,421,0.37,0.371,0.488523,0.158342,FALSE,NA,NA
"cg15203735","ILMN_1731233",0.363102048635483,7.34421944251269e-15,421,0.394,0.371,0.476179,0.139511,FALSE,NA,NA
"cg15204874","ILMN_2098126",0.336757749319077,7.80257620450235e-13,421,0.308,0.4989816701,0.632146,0.218001,FALSE,NA,NA
"cg15204874","ILMN_1731233",0.362813651561737,7.74896798633933e-15,421,0.394,0.4989816701,0.595484,0.117781,FALSE,NA,NA
"cg15204874","ILMN_2352097",0.339291036128998,5.08328529004588e-13,421,0.37,0.4989816701,0.627117,0.13218,FALSE,NA,NA
"cg15227982","ILMN_2098126",0.340672940015793,3.76719283778168e-13,422,0.308,0.4394394394,0.311267,0.21071,FALSE,NA,NA
"cg15227982","ILMN_1773352",0.340594261884689,3.8182960739687e-13,422,0.311,0.4394394394,0.214431,0.180154,FALSE,NA,NA
"cg15231942","ILMN_1777190",-0.48151034116745,8.22213597904176e-27,420,0.408,0.8645533141,-0.599363,0.052654,TRUE,TRUE,10009
"cg15237494","ILMN_1731233",0.334435999393463,1.08250650509922e-12,422,0.394,0.5135678392,0.450786,0.125606,FALSE,NA,NA
"cg15259986","ILMN_1731233",0.34768483042717,1.19240712228811e-13,421,0.394,0.4,0.432535,0.141478,FALSE,NA,NA
"cg15283373","ILMN_2098126",0.331618815660477,1.72939206980168e-12,422,0.308,0.3746253746,0.660323,0.215119,FALSE,NA,NA
"cg15295732","ILMN_1784428",-0.376602351665497,5.15219903673207e-16,422,0.319,0.7230623819,-0.815441,0.124532,TRUE,TRUE,226953
"cg15295732","ILMN_2393693",0.459304958581924,2.76030303326575e-23,404,0.354,0.7230623819,0.818632,0.077271,TRUE,TRUE,357595
"cg15296767","ILMN_2098126",0.370647102594376,1.63662905065046e-15,422,0.308,0.4331658291,0.660318,0.189955,FALSE,NA,NA
"cg15296767","ILMN_1773352",0.339996099472046,4.22961177460776e-13,422,0.311,0.4331658291,0.364503,0.158007,FALSE,NA,NA
"cg15343510","ILMN_1715169",-0.327771365642548,7.43703711798762e-12,408,0.362,0.7262247839,-0.443938,0.06355,TRUE,TRUE,964561
"cg15353603","ILMN_2098126",-0.326633900403976,3.91289032101252e-12,422,0.308,0.3346733668,-0.291317,0.272645,FALSE,NA,NA
"cg15405439","ILMN_1731233",0.349615186452866,7.93027059422426e-14,422,0.394,0.371,0.38223,0.162054,FALSE,NA,NA
"cg15439862","ILMN_2352097",0.321753561496735,8.57105457193706e-12,422,0.37,0.5558912387,0.43327,0.136281,FALSE,NA,NA
"cg15439862","ILMN_1731233",0.395291447639465,1.1544870018373e-17,422,0.394,0.5558912387,0.467169,0.116868,FALSE,NA,NA
"cg15449956","ILMN_2352097",0.333737581968307,1.21640764831358e-12,422,0.37,0.5115577889,0.514916,0.138544,FALSE,NA,NA
"cg15449956","ILMN_1731233",0.392283290624619,2.16617745759776e-17,422,0.394,0.5115577889,0.477148,0.121946,FALSE,NA,NA
"cg15449956","ILMN_2384122",0.330155700445175,2.20134281340121e-12,422,0.387,0.5115577889,0.536899,0.133201,FALSE,NA,NA
